#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
   -16.54962   -2.86690    2.75766         -8.739681158503402E-06         -1.695335000086884E-06         -1.043501615859029E-05          8.327870127922167E-07   17.02098
   -15.92677   -3.22222    2.90500         -8.917246092976315E-06         -1.586778419778962E-06         -1.050402451275528E-05          8.528830826173252E-07   16.50709
   -15.57273   -3.84710    2.71241         -8.949241394696360E-06         -1.546306745952897E-06         -1.049554814064926E-05          8.530502991624555E-07   16.26860
   -14.83406   -4.10811    2.86355         -9.136216936616547E-06         -1.423807214780904E-06         -1.056002415139745E-05          8.725949234195607E-07   15.65650
   -14.43225   -4.65120    2.70754         -9.121881268493660E-06         -1.381725544989325E-06         -1.050360681348299E-05          8.694913467265855E-07   15.40306
   -13.59598   -4.80399    2.87469         -9.311858526493135E-06         -1.249550915033172E-06         -1.056140944152631E-05          8.865039855450305E-07   14.70350
   -13.14614   -5.26334    2.74029         -9.277523199580641E-06         -1.205048056951434E-06         -1.048257125653207E-05          8.816394211559633E-07   14.42335
   -12.21184   -5.25522    2.91363         -9.501886831409478E-06         -1.062158107747267E-06         -1.056404493915674E-05          8.982841614794268E-07   13.61013
   -11.72261   -5.60008    2.77789         -9.484274531122642E-06         -1.014286937331690E-06         -1.049856146845433E-05          8.938215780806667E-07   13.28522
   -10.74086   -5.63317    2.78849         -9.676841394931725E-06         -8.839896984115224E-07         -1.056083109334325E-05          9.022245324235426E-07   12.44485
   -10.22656   -5.36560    2.96692         -9.855373400962187E-06         -8.015004677519069E-07         -1.065687386871409E-05          9.152733658999984E-07   11.92371
    -9.24924   -5.46271    2.82848         -9.988812719690639E-06         -6.934340419398118E-07         -1.068224676163045E-05          9.107049568648214E-07   11.10810
    -8.71026   -5.12129    3.04591         -1.015212818231777E-05         -6.135478161674127E-07         -1.076567599848518E-05          9.182152420645117E-07   10.55338
    -7.78293   -5.02791    2.89995         -1.033693543506433E-05         -5.159393137507529E-07         -1.085287474881509E-05          9.047968743551876E-07    9.70894
    -7.25873   -4.55059    3.13512         -1.052001260833308E-05         -4.410794128195566E-07         -1.096109202115264E-05          9.051552788523661E-07    9.12283
    -6.46181   -4.25779    2.95611         -1.078857606414678E-05         -3.598717148294529E-07         -1.114844777897624E-05          8.810342995322079E-07    8.28386
    -6.08437   -3.57559    3.15508         -1.103158915034934E-05         -2.992998182672153E-07         -1.133088896861656E-05          8.778962048544099E-07    7.73039
    -5.49783   -3.13256    2.93608         -1.136242844508728E-05         -2.406152620787492E-07         -1.160304370716603E-05          8.486629449242493E-07    6.97565
    -5.37077   -2.29074    3.08412         -1.159226976895265E-05         -2.048803286809641E-07         -1.179715009763361E-05          8.497683360834623E-07    6.60337
    -4.98370   -1.80217    2.85654         -1.188968600332516E-05         -1.687772204106562E-07         -1.205846322373582E-05          8.208203334127575E-07    6.02037
    -5.10417   -0.89715    2.98286         -1.197805231870390E-05         -1.613997833074904E-07         -1.213945210201139E-05          8.315264176725279E-07    5.97954
    -4.86599   -0.42816    2.76861         -1.217663521258947E-05         -1.433936690442162E-07         -1.232002888163369E-05          8.016064929991042E-07    5.61483
    -4.47256    0.41769    2.11845         -1.263343297802548E-05         -1.212610402413904E-07         -1.275469401826687E-05          6.864976682340279E-07    4.96649
    -4.70742    0.84975    2.31112         -1.244671107301925E-05         -1.375086417154753E-07         -1.258421971473472E-05          7.267638548285913E-07    5.31255
    -4.79993    1.63000    2.07964         -1.243015732879713E-05         -1.544218904593343E-07         -1.258457921925647E-05          7.067128638443130E-07    5.47916
    -5.09351    2.06953    2.28705         -1.215435052853695E-05         -1.816478741031511E-07         -1.233599840264010E-05          7.598346695970268E-07    5.95461
    -5.28417    2.78297    2.07797         -1.199215623179644E-05         -2.143432466233593E-07         -1.220649947841980E-05          7.626519228411418E-07    6.32339
    -5.71255    3.19914    2.28155         -1.167398113344962E-05         -2.576140116527775E-07         -1.193159514510240E-05          8.111623839713259E-07    6.93349
    -6.01061    3.82918    2.08085         -1.144002209566362E-05         -3.052228679297834E-07         -1.174524496359340E-05          8.190516720811535E-07    7.42428
    -6.58287    4.18721    2.28001         -1.113949623028525E-05         -3.657800880421056E-07         -1.150527631832736E-05          8.522758961726526E-07    8.12806
    -6.94664    4.74329    2.09427         -1.088286801642819E-05         -4.251999707038570E-07         -1.130806798713205E-05          8.549632352999595E-07    8.66836
    -7.62674    5.05020    2.31002         -1.059777314898403E-05         -5.028252646455260E-07         -1.110059841362955E-05          8.751439327570087E-07    9.43440
    -8.03588    5.54657    2.14096         -1.033034561547390E-05         -5.729449023835533E-07         -1.090329051785746E-05          8.726481655672209E-07    9.99618
    -8.82793    5.79508    2.38349         -1.004146749712240E-05         -6.701520837760520E-07         -1.071161958089846E-05          8.821454636659944E-07   10.82573
    -9.29358    6.19938    2.21227         -9.792567782223988E-06         -7.500033207379210E-07         -1.054257110296191E-05          8.755600175118615E-07   11.38846
   -10.21064    6.31594    2.46563         -9.524612500750106E-06         -8.662592971596190E-07         -1.039087179790973E-05          8.765350204194422E-07   12.25673
   -10.71636    6.57527    2.27088         -9.334256391472576E-06         -9.499493969083184E-07         -1.028420578838090E-05          8.660999285037135E-07   12.77621
   -11.68138    6.59977    2.28046         -9.122699909333420E-06         -1.081780218606823E-06         -1.020448012794024E-05          8.592833888782942E-07   13.60926
   -12.19365    6.36810    2.48907         -9.081857307588235E-06         -1.137225688100808E-06         -1.021908299568904E-05          8.618189334949360E-07   13.97975
   -13.11362    6.25903    2.24175         -8.957251704583231E-06         -1.268862098752812E-06         -1.022611380333604E-05          8.511452928473936E-07   14.70265
   -13.57602    5.83602    2.40890         -9.004359608320419E-06         -1.312280558148396E-06         -1.031664016646881E-05          8.571140572225734E-07   14.97232
   -14.35746    5.55805    2.15653         -8.937913253457862E-06         -1.424424292196284E-06         -1.036233754565415E-05          8.461422646958342E-07   15.54604
   -14.74784    5.03975    2.31469         -8.997208979293572E-06         -1.459695963356704E-06         -1.045690494265028E-05          8.511242565305499E-07   15.75613
   -15.42999    4.73646    2.10270         -8.883063276597559E-06         -1.565587314401256E-06         -1.044865059099881E-05          8.343060371913106E-07   16.27698
   -15.76312    4.16358    2.27385         -8.913326025356122E-06         -1.597394960155089E-06         -1.051072098551121E-05          8.378438802821794E-07   16.46153
   -16.35617    3.83070    2.09003         -8.769905928780482E-06         -1.695874417974119E-06         -1.046578034675460E-05          8.195813360836076E-07   16.92829
   -16.59116    3.17432    2.26342         -8.808928439093270E-06         -1.714769359911536E-06         -1.052369779900481E-05          8.248595616007928E-07   17.04306
   -17.04129    2.78195    2.07608         -8.707490570281242E-06         -1.791702178717130E-06         -1.049919274899837E-05          8.105241781086062E-07   17.39123
   -17.15169    2.05337    2.25200         -8.761846076955670E-06         -1.793217411067001E-06         -1.055506348802267E-05          8.182431580373237E-07   17.42035
   -17.46218    1.63545    2.06030         -8.701360269635126E-06         -1.848538102912463E-06         -1.054989837254759E-05          8.069278259310557E-07   17.65920
   -17.48858    0.86408    2.26240         -8.718359666606155E-06         -1.842496335256073E-06         -1.056085600186223E-05          8.128366218826221E-07   17.65547
   -17.72122    0.45150    2.08015         -8.651765871761330E-06         -1.888459723359342E-06         -1.054022559512067E-05          8.013413915831436E-07   17.84860
   -17.83166   -0.34384    2.11513         -8.570021994686929E-06         -1.911541698916957E-06         -1.048156369360389E-05          7.949922080130671E-07   17.95996
   -17.69701   -0.77526    2.34028         -8.560100573585827E-06         -1.885692279878824E-06         -1.044579285346465E-05          8.006025569040885E-07   17.86790
   -17.81577   -1.60022    2.18874         -8.432438936792498E-06         -1.922815605315619E-06         -1.035525454210812E-05          7.860604641399409E-07   18.02091
   -17.50136   -2.04282    2.39800         -8.490754433155635E-06         -1.865774964758791E-06         -1.035652939791443E-05          7.972831441151725E-07   17.78261
   -17.39691   -2.81212    2.22315         -8.426600808470088E-06         -1.866314484947298E-06         -1.029291529341739E-05          7.892481060394310E-07   17.76240
   -16.86371   -3.19281    2.39887         -8.584584992391433E-06         -1.770272936259512E-06         -1.035485792865095E-05          8.092476061163259E-07   17.33013
   -16.57804   -3.85028    2.20556         -8.575729773230469E-06         -1.740688871809460E-06         -1.031641864503993E-05          8.076560906065761E-07   17.16160
   -15.90990   -4.14925    2.37176         -8.769537752784243E-06         -1.624616885493598E-06         -1.039415463827784E-05          8.308949154444458E-07   16.61224
   -15.53985   -4.70552    2.18535         -8.761622619141140E-06         -1.584278655958727E-06         -1.034590127509987E-05          8.302824136766774E-07   16.38306
   -14.80087   -4.94647    2.36999         -8.932449970806137E-06         -1.463513461212917E-06         -1.039596343201905E-05          8.499151449091856E-07   15.78449
   -14.38106   -5.41776    2.19436         -8.915407235696308E-06         -1.419246957797454E-06         -1.033465419349376E-05          8.481515188534020E-07   15.52360
   -13.56260   -5.58184    2.39751         -9.074906501847902E-06         -1.292650316653952E-06         -1.036755681850185E-05          8.639739103786669E-07   14.86099
   -13.09717   -5.95020    2.21927         -9.073906122077317E-06         -1.243611371750570E-06         -1.031751749382789E-05          8.620792788457606E-07   14.55562
